45.9255555556	7.45083333333
45.7963888889	7.34583333333
45.6527777778	7.20805555556
45.5652777778	7.12472222222
45.5277777778	7.08888888889
45.48	7.04333333333
45.4666666667	7.03194444444
45.4563888889	7.02111111111
45.4033333333	7.08666666667
45.3541666667	7.15333333333
45.1858333333	7.15638888889
45.1061111111	7.15777777778
44.9802777778	7.16
44.8138888889	7.12805555556
44.1422222222	7.28555555556
44.1455555556	7.62527777778
44.0611111111	7.71277777778
44.0230555556	7.75194444444
43.9661111111	7.75277777778
43.8194444444	7.75527777778
43.7019444444	7.8375
43.5702777778	8.32166666667
43.5055555556	8.54444444444
43.4916666667	8.59861111111
43.4622222222	8.71222222222
43.4375	8.80055555556
43.4316666667	8.81916666667
43.3883333333	8.95833333333
43.3316666667	9.17583333333
43.1727777778	9.75
42.9538888889	9.75
42.8227777778	9.75
42.6213888889	9.75
42.5008333333	9.75
42.4116666667	9.75
42.3258333333	9.75
41.9333333333	9.75
41.7905555556	9.75
41.75	9.75
41.7333333333	9.75
41.6666666667	9.75
41.3333333333	9.5
41.3333333333	9.31666666667
41.3333333333	9.26833333333
41.3333333333	9.10638888889
41.3333333333	9.03694444444
41.3333333333	8.93416666667
41.3333333333	8.81222222222
41.3333333333	8.69083333333
41.3333333333	8.57
41.3333333333	8.44388888889
41.3333333333	8.33333333333
41.2833333333	8.28333333333
41.1619444444	8.16138888889
41.0	8.0
40.9166666667	8.0
40.8622222222	8.0
40.745	8.0
40.6080555556	8.0
40.4247222222	8.0
40.35	8.0
40.0	8.0
39.2094444444	8.0
38.6444444444	8.86527777778
38.5863888889	8.8075
38.5275	8.88361111111
38.4752777778	8.96638888889
38.5661111111	9.05333333333
38.2547222222	9.78722222222
38.0388888889	10.2863888889
37.8891666667	10.6286111111
37.8194444444	10.7866666667
37.7694444444	10.9086111111
37.7427777778	10.9591666667
37.6833333333	11.1
37.6736111111	11.1138888889
37.6416666667	11.2
37.5927777778	11.2941666667
37.5013888889	11.4966666667
37.1891666667	11.5
36.8397222222	11.5
36.62	11.5
36.8144444444	11.9658333333
37.1713888889	12.5497222222
37.2763888889	12.8333333333
37.3455555556	13.0252777778
37.3455555556	13.1908333333
37.1236111111	13.6533333333
37.0088888889	13.9811111111
36.9302777778	14.2008333333
36.9	14.25
36.8627777778	14.3927777778
36.8333333333	14.5166666667
36.5	14.4555555556
36.5	14.8333333333
36.5	15.0
36.5	15.6166666667
36.5	16.0
36.5	16.4513888889
36.5	16.8572222222
36.5	17.4258333333
36.5	17.7730555556
36.5	18.3333333333
36.5	19.0
36.7666666667	19.0
36.9666666667	19.0
37.4	19.0
37.75	19.0
38.3422222222	19.0
38.3425	18.4463888889
38.6588888889	17.2683333333
38.6869444444	17.2033333333
39.0711111111	16.3894444444
39.615	16.0391666667
39.7763888889	15.9441666667
40.1333333333	15.7402777778
40.3444444444	15.6186111111
40.6044444444	15.4691666667
40.6905555556	15.4172222222
41.0075	15.2333333333
41.1077777778	15.1713888889
41.2	15.1166666667
41.2666666667	14.8833333333
41.4166666667	14.3833333333
42.1663888889	13.7575
42.2708333333	13.6647222222
42.3419444444	13.6016666667
42.5319444444	13.4313888889
42.8775	13.1191666667
42.9058333333	13.0472222222
43.0516666667	12.6777777778
43.2169444444	12.3913888889
43.2583333333	12.3186111111
43.33	12.1933333333
43.3733333333	12.1161111111
43.4436111111	11.9902777778
43.5088888889	11.8772222222
43.6769444444	11.6366666667
43.6836111111	11.56
43.6944444444	11.5111111111
43.7186111111	11.5055555556
43.81	11.2005555556
43.9111111111	11.1113888889
44.0272222222	11.0033333333
44.0994444444	10.9455555556
44.3722222222	10.7594444444
44.4544444444	10.7030555556
44.7	10.5333333333
44.9833333333	10.2666666667
45.1163888889	10.1388888889
45.2666666667	10.0
45.2833333333	10.0
45.39	10.0
45.4861111111	10.0
45.5363888889	10.0744444444
45.5652777778	10.1166666667
45.5652777778	10.2313888889
45.5652777778	10.6277777778
45.6466666667	10.6277777778
45.7305555556	10.6277777778
45.8038888889	10.4269444444
46.0430555556	10.1166666667
46.2861111111	10.0069444444
46.4166666667	9.9
46.3069444444	9.55138888889
46.3502777778	9.50722222222
46.5083333333	9.3625
46.2086111111	9.29333333333
46.1536111111	9.22972222222
46.1597222222	9.04277777778
46.1466666667	8.95527777778
46.1422222222	8.92555555556
46.1066666667	8.68027777778
46.1044444444	8.665
46.2252777778	8.50333333333
46.2452777778	8.47638888889
46.2536111111	8.45916666667
46.28	8.44361111111
46.4661111111	8.43416666667
46.4141666667	8.29055555556
46.3875	8.31944444444
46.3333333333	8.22555555556
46.2605555556	8.08027777778
46.1833333333	8.13333333333
46.0786111111	8.02583333333
46.0	7.96666666667
45.9944444444	7.90722222222
45.9544444444	7.87722222222
45.9408333333	7.86805555556
45.925	7.84777777778
45.9322222222	7.72166666667
45.97	7.54527777778
45.9255555556	7.45083333333
